variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
1.2982e-9-3.78623e-10*ii, -.216755+.368708*ii, 2.05478e-9-1.11398e-10*ii, 1.81143-2.13629*ii, -1.18492-2.01559*ii, .0850083+.0043354*ii, -1.13792e-9+1.75971e-9*ii, 3.63544+1.12018*ii, -.214399-.281308*ii, -.118748-1.4914*ii, 1.7514-.301959*ii, -.252278+.15815*ii
1.13452e-9+4.5820e-11*ii, -3.09521-.719803*ii, -2.931e-9+4.80567e-9*ii, 7.32747+2.01875*ii, -.306504+.0712787*ii, -6.49783+8.26032*ii, 6.86545e-9+9.57608e-9*ii, -1.41738-15.4389*ii, -21.3514+12.1673*ii, -2.47879-.702517*ii, -6.07007-4.28591*ii, -5.58133+6.4384*ii
1.83393e-9-3.54198e-9*ii, -.2959+.0100884*ii, -1.79087e-9-3.08895e-9*ii, -2.63653+.579877*ii, -3.3756-.115088*ii, -.896259+1.51278*ii, 2.1576e-9+1.42293e-9*ii, -1.44231+.096135*ii, .99367-.204883*ii, -.393286-.216293*ii, .119202+.122373*ii, -2.34052+1.27573*ii
1.91253e-7-1.39664e-7*ii, .711203+1.34097*ii, 2.08941e-7-6.82213e-7*ii, -1.30466+1.55915*ii, .308681-.582016*ii, .156928+.82538*ii, -5.67231e-8+2.22228e-7*ii, .0759186+.388196*ii, -2.0086-.283831*ii, -.608031-.414959*ii, -3.61846+.581643*ii, -.253719-.31882*ii
-8.66358e-10-4.35051e-9*ii, 1.28064+.075391*ii, 1.35315e-9+5.84533e-10*ii, -.29377-4.91902*ii, .778164-.045810*ii, -2.68723+.755417*ii, 5.6519e-9-3.99017e-9*ii, 2.22386-2.52631*ii, -.372849+.558593*ii, -1.18121+2.16217*ii, .245825-.18664*ii, .891987-5.28626*ii
-1.11451e-9-2.21067e-9*ii, -.175368-.125176*ii, -9.0496e-9+1.01066e-7*ii, 2.78309+.580174*ii, -3.77761+2.69643*ii, .220637-.0061948*ii, 1.00648e-8-7.23574e-9*ii, -.604169+5.07503*ii, 4.18208-1.36758*ii, 7.74634+1.76218*ii, -4.06061-1.39968*ii, -7.41665+3.35052*ii
4.14649e-10+1.47929e-11*ii, -.192931-.135742*ii, -4.05919e-10-8.83883e-10*ii, 1.84458-4.08727*ii, -3.46697+2.43928*ii, 2.96332-6.13085*ii, 1.02379e-8+1.08913e-8*ii, 14.7786+1.48024*ii, -.761816+2.88032*ii, -.428876-.381034*ii, .0941821+.0422237*ii, 8.84568-13.9997*ii
4.48182e-10+5.30986e-10*ii, -.158015-.12057*ii, 3.9717e-11-1.09915e-9*ii, -.723972-3.432*ii, -3.99978+3.05195*ii, 1.79257-.441888*ii, -1.60307e-9-2.89565e-9*ii, -2.05377-4.40617*ii, -.536794+.554609*ii, .101056+.0629016*ii, .0827452+.0076142*ii, -1.04357+.365304*ii
4.0485e-9+4.83426e-10*ii, .0449308+.408539*ii, -6.17676e-9-4.19359e-9*ii, 1.22616-.915326*ii, .265984-2.41849*ii, .279156-1.51292*ii, 4.52106e-9+3.16388e-9*ii, .577735+1.33455*ii, -.877647-.795184*ii, .236439-.383556*ii, .285694+.135947*ii, -1.26087+1.12017*ii
2.16163e-9-1.64069e-8*ii, .204307-1.32682*ii, 3.68881e-10-5.33876e-9*ii, -.367788+.748173*ii, .113365+.736225*ii, -.2049-1.21368*ii, 9.64406e-10-2.43324e-9*ii, -1.39332-1.24033*ii, .120153-2.3363*ii, -.395948+2.15833*ii, .926029-2.37754*ii, .277955+1.99263*ii
-6.33013e-11+7.1473e-10*ii, -.125861-.0123366*ii, -7.65529e-10+3.4191e-9*ii, -1.36616+2.57279*ii, -7.86966+.771366*ii, -.0897111-.0077907*ii, -5.65608e-9-4.97155e-9*ii, 1.59085+8.04645*ii, -.618864+.978342*ii, 4.18707+2.811*ii, -.884302+1.36427*ii, 3.0034+1.96841*ii
9.71279e-10+1.39839e-9*ii, -.182655+1.15442*ii, 1.60102e-9+1.76291e-8*ii, -.763238+5.57334*ii, -.133712-.845083*ii, -1.56592+2.06282*ii, -5.20264e-9-2.70436e-9*ii, -5.70583-3.03932*ii, 1.84797+4.75465*ii, 1.04158+2.96335*ii, 1.74926+1.49659*ii, -1.07031+6.87739*ii
1.7296e-8+5.13971e-8*ii, 2.4598-.741727*ii, -1.50696e-8+7.8283e-10*ii, .165845-1.70061*ii, .372653+.11237*ii, -1.49893+.598698*ii, -3.13658e-9+7.09844e-9*ii, -1.23467-.941066*ii, -1.09723-.15854*ii, -2.46852+.162517*ii, 1.71792+.403385*ii, 1.53606-.236671*ii
-9.53774e-10+4.66632e-10*ii, .300973+.0409722*ii, -1.33924e-9+5.314e-10*ii, .453435+2.10133*ii, 3.2621-.444077*ii, -.0032842+.0926975*ii, 1.52506e-9+3.46189e-9*ii, -.904972-1.79667*ii, -.042137+.541807*ii, .49561+3.52165*ii, 1.75166+.31423*ii, -1.05495+.25783*ii
-6.51192e-10-2.00121e-9*ii, .121034-.565381*ii, -7.36248e-10-2.46542e-9*ii, 2.74587-4.36441*ii, .362048+1.69121*ii, -2.2112-1.00008*ii, -2.99656e-9-2.65076e-9*ii, 1.06139-2.21942*ii, -.575319-6.98144*ii, .278278-.794745*ii, 1.59633-.48695*ii, -3.01191-1.84936*ii
-1.76975e-9+1.7863e-9*ii, 1.60634+1.87798*ii, -6.61944e-9+4.60383e-10*ii, -3.6493-2.04292*ii, .263027-.307506*ii, 4.83374+2.43714*ii, -1.50287e-8+1.3537e-8*ii, -.62663+1.6382*ii, 5.02839+3.43159*ii, 1.64729-2.56096*ii, 1.51312+2.33108*ii, 1.16394-6.56785*ii
-3.80262e-10-4.97749e-10*ii, -.134306+.0598566*ii, 2.06968e-9-9.37928e-10*ii, -.745958+1.5464*ii, -6.21184-2.76844*ii, .0302985+.253686*ii, -4.8766e-10-8.56584e-9*ii, 3.12593-1.36267*ii, 3.39755-5.14262*ii, 2.27862+.006186*ii, 3.40576+.992101*ii, 1.18172-3.77873*ii
-3.02514e-9+3.09296e-9*ii, -.0845536+.433911*ii, 1.9212e-9+3.90489e-9*ii, .193809+.171639*ii, -.432659-2.22031*ii, .504382+.175098*ii, 8.20953e-9+1.45933e-8*ii, 4.11473+2.76952*ii, 6.25739-1.6005*ii, -2.03167-2.49754*ii, 2.04354+4.942*ii, -3.33266+2.00321*ii
7.9609e-10+1.58656e-9*ii, -.641603-1.24106*ii, -7.18458e-10-1.71982e-9*ii, -.197573-.376802*ii, -.32871+.635827*ii, -.145879+.477236*ii, 1.81238e-9-1.61615e-9*ii, -.485223-1.66379*ii, -.15223-1.06408*ii, .795923+.2682*ii, 2.38673+1.83294*ii, -.136399-.267205*ii
3.2146e-11-1.47748e-9*ii, -.36981-.240245*ii, 2.35736e-9+1.49715e-9*ii, -.504634+4.06163*ii, -1.90156+1.23534*ii, .922204-1.60389*ii, -3.55338e-9+1.75523e-9*ii, -.760197-3.19817*ii, -.559184+.985926*ii, .0713291+.217859*ii, .227426+.145847*ii, -.896396+.348416*ii
2.79807e-9+8.10056e-10*ii, .785183+.578033*ii, -2.39763e-9-3.48303e-9*ii, .344115+1.80303*ii, .825957-.608049*ii, -1.18229+1.36409*ii, -5.4055e-9-6.5764e-10*ii, -.155564+.8683*ii, .817414-2.66239*ii, .617172+.327145*ii, -1.46856-.325864*ii, -.694548+1.09091*ii
5.3202e-9-7.24803e-9*ii, -6.27222-1.17352*ii, -3.16284e-8-5.79859e-8*ii, 2.8581-1.2829*ii, -.154041+.0288208*ii, 3.58548-1.22422*ii, -2.78259e-8-7.85824e-9*ii, -1.86645+2.45656*ii, -.592222+.092178*ii, 3.30386+.941182*ii, .944887+.355205*ii, -1.98293+.477836*ii
-2.07619e-8-3.73188e-9*ii, -.014728-1.6621*ii, -1.0278e-8+2.38698e-9*ii, -4.10821-4.07386*ii, -.005331+.601603*ii, -1.23352-2.36882*ii, 6.58618e-9-1.48608e-9*ii, 1.49743-.016317*ii, 1.14197-.888852*ii, 1.00324+2.04135*ii, .884391-.170237*ii, 2.92539+2.1907*ii
-2.97684e-9-6.35063e-10*ii, -1.71982+1.0681*ii, 2.74266e-9+7.14013e-9*ii, 1.70661+3.04259*ii, -.41961-.260601*ii, -2.10587-1.92505*ii, -5.08852e-9-1.33121e-8*ii, 2.44038+1.92556*ii, -1.74161-2.11357*ii, -1.27014+2.3054*ii, -1.77852+.78305*ii, -3.61258-.842421*ii
-4.15041e-9+1.45124e-9*ii, -.182395+.785554*ii, -1.85863e-9+3.14835e-9*ii, 1.98462-.349752*ii, -.280451-1.20787*ii, -.312151+.347366*ii, -3.13778e-9-2.14449e-9*ii, -2.64095+.463994*ii, -.565348+.024245*ii, -2.46754+.691793*ii, -.834694+.508052*ii, -1.44477-.339153*ii
-1.33393e-9+3.1969e-9*ii, -.719152+.391487*ii, -1.23864e-10+4.28191e-9*ii, -1.48118+1.89924*ii, -1.07265-.583924*ii, -.189426-.335108*ii, 5.59442e-9+3.44415e-10*ii, 2.01045-.250342*ii, -.242523+.846094*ii, .781636+.951822*ii, 1.79125+.544559*ii, -.441547+.374569*ii
4.52157e-10-1.73512e-9*ii, -.481254-.682871*ii, -1.39366e-8+1.48286e-9*ii, -1.54409+.445049*ii, -.689557+.97844*ii, -1.17399+.238332*ii, 1.29387e-9-7.43246e-9*ii, 2.46631+4.14854*ii, 1.10504+.325019*ii, 2.18679+2.63804*ii, .102188+.796743*ii, 4.72414-1.3509*ii
-1.33289e-8-2.58893e-9*ii, .252259-1.12357*ii, 1.44519e-8-2.91267e-9*ii, .644434+.41126*ii, .190234+.847308*ii, -.697252-1.05647*ii, -9.21981e-10-3.926e-9*ii, -.420709-.659311*ii, -.226248+.340906*ii, -.561132+.507503*ii, -.366157+.0668791*ii, -.02605+.831262*ii
-6.93637e-10-2.63199e-9*ii, .700957+.11524*ii, -4.40071e-9+1.41043e-9*ii, -1.83252-.224775*ii, 1.38908-.22837*ii, -.093647-.459789*ii, 2.07486e-9-1.86739e-9*ii, .840117+.046843*ii, -.946857-2.3321*ii, -.69027-.398468*ii, 3.80957-.083081*ii, -.083701+.519774*ii
-9.78853e-9-2.92966e-9*ii, .0113916-.484719*ii, -7.71037e-9-3.15983e-9*ii, 5.10854+.119139*ii, .048458+2.06191*ii, .443662+.387259*ii, -3.17616e-9+9.62426e-9*ii, -.774564-3.37592*ii, .931747-.82662*ii, 2.69876-3.02802*ii, -1.01384-.154251*ii, .72991+4.8722*ii
1.86003e-9+1.7695e-10*ii, .41286-.912957*ii, 4.88871e-9-4.32512e-10*ii, -.499427+1.78263*ii, .411238+.90937*ii, -1.42342-.590957*ii, -2.37426e-9-5.38436e-9*ii, -2.15686-2.45379*ii, -.955582-4.08848*ii, .614465-.278307*ii, 2.67606-.538053*ii, -.457354-.931353*ii
2.87062e-9-8.99544e-10*ii, -4.33317+1.01549*ii, 3.57214e-9-4.14617e-10*ii, -2.15654+.907475*ii, -.218763-.0512676*ii, .763304-3.0312*ii, 1.78856e-8+9.7685e-10*ii, -5.84867+1.54192*ii, 2.9161-3.51656*ii, .722637-2.71561*ii, -6.35407-1.39049*ii, 1.46153+1.32639*ii
-2.98723e-9+9.06681e-10*ii, -.257181-.109605*ii, -1.54899e-9+7.22168e-10*ii, .951054-5.07442*ii, -3.29064+1.4024*ii, -.040933+.0368491*ii, 6.99482e-9-2.36828e-9*ii, -2.34534-4.10902*ii, .548231-.361821*ii, -3.97838+3.01513*ii, 2.83821+1.74971*ii, .208409+.961095*ii
3.66943e-9-1.24266e-10*ii, -.0534257+.261864*ii, -8.47443e-10-1.36543e-9*ii, .32567-8.68402*ii, -.747977-3.66618*ii, -.0863275+.0026704*ii, -5.44774e-9-2.59537e-9*ii, -4.40893+.703911*ii, -.103596+.72229*ii, .024958-5.58224*ii, 2.10131+.826249*ii, 1.75744-.407252*ii
-3.66402e-10-1.56948e-9*ii, -.348776+.435858*ii, -1.11131e-9+1.03124e-9*ii, -6.51454+.972213*ii, -1.11925-1.3987*ii, .445265+1.69706*ii, -1.39537e-9+2.78445e-9*ii, 3.49828+.075206*ii, -2.91502-2.03355*ii, -.227306-1.43617*ii, -.034167-1.13033*ii, -4.04862-2.11996*ii
-1.21644e-8-3.40753e-9*ii, .316571-.988759*ii, -1.10426e-8-6.91974e-9*ii, .960204+.711271*ii, .293703+.917334*ii, -.999023+.542433*ii, 6.12955e-9-2.77353e-9*ii, -.661791+.510704*ii, .307636+.662159*ii, .776007+1.8303*ii, -.62112-.242595*ii, .771939-2.03532*ii
-2.44034e-9-3.80911e-9*ii, -.0392415+.103512*ii, 3.80214e-9+1.49607e-10*ii, -.955732+2.97889*ii, -3.20219-8.44677*ii, .0587968+.0342402*ii, -1.47264e-8-1.09422e-8*ii, -13.656+11.6503*ii, 7.28573+13.1981*ii, 3.17756-2.59895*ii, -19.2349+15.2194*ii, -1.25496-2.18886*ii
-1.03989e-8-6.04841e-9*ii, -.237104+.970676*ii, -2.86301e-9-7.60916e-9*ii, 1.55342+.49368*ii, -.237477-.972202*ii, .35599+.31016*ii, 5.33225e-9-3.52398e-9*ii, -.32936-.391375*ii, .167361+.642439*ii, -.814349-.237567*ii, -1.04509+.938998*ii, -.276432+.290271*ii
1.5716e-9-7.75491e-10*ii, -.22256+.0475068*ii, -3.01653e-9-2.08806e-9*ii, 1.65376+3.11788*ii, -4.29736-.917297*ii, -1.32183+.297213*ii, 4.95877e-10-2.71884e-9*ii, 1.98417+.616836*ii, .676312-.028055*ii, .626892+.068846*ii, .113646-.0034772*ii, 3.73636+.369269*ii
2.13798e-10+1.00351e-9*ii, .002711+.135345*ii, -1.11478e-10-1.20015e-9*ii, 10.5022-.97138*ii, .147932-7.38555*ii, -.0588893-.162342*ii, -4.16125e-9+5.07824e-10*ii, -1.31225+2.56788*ii, -1.56518+1.60597*ii, .099152-1.29179*ii, 1.56705-.796599*ii, .411068+1.60083*ii
-6.45483e-9+1.3942e-8*ii, 2.34285-1.61387*ii, 1.40643e-9+1.59396e-8*ii, .060251-4.29552*ii, .289473+.199403*ii, -2.49461-.436391*ii, -6.42376e-9-9.83937e-10*ii, 2.94292-1.8446*ii, 1.14638-5.50367*ii, 2.93594+1.65998*ii, 3.41341+5.31337*ii, -.8292-2.88557*ii
9.89787e-11-5.62321e-10*ii, -.198924+.0088547*ii, 1.71488e-9-1.89948e-9*ii, -8.05003+1.34555*ii, -5.0171-.223326*ii, 3.09005-2.59242*ii, -9.34657e-9+1.20181e-9*ii, 6.77512-10.3318*ii, 7.15066-.138531*ii, -.680921+.152628*ii, -.284418-.209206*ii, 9.07077-10.841*ii
-1.23913e-9+3.6427e-11*ii, .111851-.139469*ii, 6.71506e-10-3.1666e-10*ii, -4.64114-5.87711*ii, 3.49947+4.36356*ii, .311125-.0204325*ii, 7.48658e-9-6.3510e-10*ii, -3.216-4.91427*ii, -2.91398+5.70626*ii, -1.10895+.989127*ii, 1.28432+3.44203*ii, -2.5784-.26111*ii
-5.99304e-9+5.31202e-10*ii, -.06286+.540173*ii, 5.73446e-9+1.65091e-9*ii, .053015+1.5532*ii, -.212552-1.82653*ii, .477476+.006783*ii, 6.2575e-10-1.00091e-8*ii, 1.1797+.847132*ii, -.654524+.274056*ii, -2.10711+.717996*ii, -.234858-.773212*ii, .814957+1.77672*ii
-1.52551e-8+1.33178e-8*ii, -.547958+.656075*ii, -2.77426e-8+3.58385e-8*ii, -3.98432+3.93304*ii, -.749916-.897881*ii, -.190268+.925007*ii, -7.88042e-9-1.59638e-8*ii, 2.65217+.329203*ii, 2.11686+1.19968*ii, 2.3462+2.15452*ii, 1.17403+1.8634*ii, 3.40986+.870166*ii
-5.52821e-9+1.43244e-9*ii, -1.35449+1.72514*ii, -9.46439e-9+1.40685e-9*ii, -1.9551+2.7085*ii, -.281554-.358601*ii, -.477867+1.03747*ii, 8.97807e-9-2.86613e-9*ii, .236512-.3315*ii, .740497+.083949*ii, -2.17522-2.71022*ii, 1.3458+.486478*ii, -1.42917-1.11031*ii
7.56879e-10+1.78873e-9*ii, .161299-.377699*ii, 4.24694e-9-6.52128e-9*ii, -.161815+1.35436*ii, .956279+2.23923*ii, -.147113+2.31106*ii, -2.47396e-10-2.38892e-9*ii, 3.95182-2.53553*ii, .557994-1.89274*ii, -.0803594+.202767*ii, -.205253+.283454*ii, .045841-1.22896*ii
1.77656e-9+2.05519e-9*ii, -.164013+.0393321*ii, 1.94395e-9+3.16227e-9*ii, .312381-.693892*ii, -5.7655-1.38263*ii, -.0407157-.0628643*ii, -6.80154e-9+7.20865e-10*ii, -.122627+1.90694*ii, 1.65127+1.97608*ii, .96013+2.98323*ii, 5.43402-2.02504*ii, -1.10726+.84305*ii
-1.55933e-9+6.04532e-9*ii, -.0590793-.253759*ii, 8.78538e-9-1.25699e-8*ii, -1.7708+.119405*ii, -.870301+3.73813*ii, .997974+.652799*ii, -4.05777e-9+9.35534e-9*ii, -1.35313+1.4329*ii, -.817146-2.69365*ii, -.574479-.247004*ii, -.277565+.548802*ii, 2.68196-.999465*ii
3.33134e-10+2.52878e-9*ii, .102764+.0284239*ii, 2.9448e-9-2.0858e-9*ii, -1.05992-2.46378*ii, 9.0395-2.50028*ii, .226527+.209214*ii, 3.31644e-9-1.52326e-10*ii, -2.63658-1.4583*ii, 3.96192-2.9958*ii, .923577+1.98871*ii, .743228-1.54833*ii, -.260335+6.3361*ii
1.20038e-8+2.3623e-10*ii, -.455071+1.90615*ii, -4.93833e-9-2.43138e-9*ii, 4.65858-2.1823*ii, -.118493-.49633*ii, -.873396+2.49083*ii, -1.50528e-8-4.23628e-9*ii, 1.54249+.112714*ii, -.267435-2.72692*ii, 3.12359+.861587*ii, -.405467-1.99351*ii, 4.06566+1.58646*ii
5.79113e-9-6.35973e-10*ii, .799344-3.37745*ii, -4.49788e-9-3.05805e-10*ii, -1.09642+.952137*ii, .066357+.280377*ii, -.437474-2.31295*ii, 1.15331e-8-1.64746e-8*ii, -1.02362-4.64147*ii, 4.48188+.853672*ii, -5.21423+.393998*ii, 5.52324+3.84014*ii, -3.12125+1.68391*ii
6.10267e-10-4.2962e-10*ii, -.16357-.257168*ii, 5.11423e-10-4.67543e-10*ii, -2.77424-3.06961*ii, -1.76089+2.7685*ii, -.548643+.266557*ii, -7.09831e-10+4.28397e-10*ii, .953886+1.84574*ii, 3.16371+2.96602*ii, 1.0215-.06663*ii, -1.29216+1.73942*ii, .100559-2.04624*ii
2.69625e-9-1.14005e-9*ii, -4.57105+10.3265*ii, -9.13387e-10+7.21683e-10*ii, 2.33684-11.9625*ii, -.0358426-.0809724*ii, 9.61123-.64537*ii, -8.46265e-9-1.83956e-8*ii, -8.8871-35.3658*ii, -14.7117+1.15101*ii, 16.3568+6.86431*ii, 6.82751-15.8956*ii, -1.30622-15.0746*ii
7.753e-11+9.97025e-9*ii, -.380787+.531914*ii, -1.67616e-9+1.5163e-8*ii, -.529973+1.08863*ii, -.889833-1.24299*ii, .043235+1.3411*ii, 5.11382e-9-2.10261e-9*ii, -1.85853+1.00708*ii, 1.74018-.784194*ii, .633398+.657738*ii, .906015+.212277*ii, 1.85175+.281219*ii
-1.53839e-9+2.17835e-10*ii, .418827-.106281*ii, -7.48739e-10+4.87257e-10*ii, -2.46992+3.18933*ii, 2.24317+.569226*ii, -3.41205-3.72488*ii, 2.24179e-9+2.47921e-9*ii, -1.83673-3.21367*ii, -.981173+.462413*ii, -.105885+.0893779*ii, .0048843-.0926555*ii, 1.50631+.59581*ii
-3.43973e-9+2.51969e-9*ii, .376848-.121759*ii, 4.19707e-9-1.54432e-9*ii, -.187296+3.28189*ii, 2.40276+.77633*ii, -.199578+.201132*ii, 2.2416e-9-4.83578e-9*ii, .992751+1.26683*ii, -1.91926+1.43227*ii, -3.66979-.487541*ii, 3.30204-.547597*ii, 2.4929-.894992*ii
-8.78306e-10-4.11483e-9*ii, .219415+.0500721*ii, -3.35419e-9-7.58977e-9*ii, 6.91197-8.57564*ii, 4.33196-.988584*ii, -.105019-.0036259*ii, -4.8349e-10-1.35083e-8*ii, -3.88543-3.49103*ii, 3.67048+1.68574*ii, 6.82139+4.67856*ii, -7.03862-5.02906*ii, -3.54-1.54417*ii
-5.34259e-9+2.35774e-9*ii, -.319418-.578063*ii, 1.04647e-8+1.7221e-10*ii, -4.42303-.156026*ii, -.732299+1.32527*ii, -.0186328-.16341*ii, 4.87509e-10+3.91578e-9*ii, .118675+2.47915*ii, -.132746+.536184*ii, -.522896+3.76656*ii, .328358+2.19367*ii, -.47809+.817429*ii
4.857e-9-1.91451e-10*ii, -.666814-.151093*ii, -3.6251e-9+1.39417e-8*ii, .204641-.380019*ii, -1.42643+.323215*ii, 2.20837+.691614*ii, 3.90407e-9+1.88653e-9*ii, 1.18481+1.75998*ii, 4.37334+.460541*ii, -.321649-.504336*ii, -1.29888-.031497*ii, .947564+1.78918*ii
4.93292e-10-3.81274e-9*ii, .122364+.39041*ii, -1.16818e-8-4.18941e-9*ii, .410832+.794557*ii, .731002-2.3323*ii, -.273241-.1281*ii, 2.28521e-9+1.22065e-9*ii, .243737+.858296*ii, .797587-.537482*ii, -.430349-.108239*ii, -1.26789-.304494*ii, .273375-.179996*ii
-8.33407e-9+2.16955e-9*ii, -.047301+.501509*ii, 6.71247e-9-4.88771e-9*ii, -.554039-2.01326*ii, -.186407-1.9764*ii, .134875-.216168*ii, -2.63299e-9+2.68202e-9*ii, -.418171-.323665*ii, 1.32765+2.51131*ii, 2.91709-.976155*ii, -4.56856-3.26623*ii, -1.5405-.218467*ii
3.98185e-9+1.42205e-9*ii, .179283-1.4211*ii, -8.91409e-9+2.87768e-8*ii, .42354-2.02892*ii, .087384+.692655*ii, -.240243-2.62883*ii, 1.84158e-9+1.22814e-9*ii, -.461929-2.55438*ii, 3.36859+.053299*ii, -.487226+1.47946*ii, 1.77888+.421115*ii, -.290899+2.85586*ii
2.65694e-9+8.19609e-9*ii, -.166808+.392222*ii, -4.41132e-9-1.07206e-8*ii, 2.88951-.73976*ii, -.918228-2.15906*ii, .450494+1.69894*ii, -1.20927e-9-3.85397e-9*ii, -.247161-.0058804*ii, .391263+1.51306*ii, .176949+.228325*ii, -.15046+.347829*ii, 1.15415+.294924*ii

component_4:
equations:
dt*F-1
c^2*dt^2-dt^2*v^2-4*L0^2
m0*u0-m*u
-dt*u+dt0*u0
.9986*c^2*F0^2-1.0012*c^2*F^2-1.0104*v^2*F0^2
.9927*c^2*m0^2*u0-.9895*c^2*u0*m^2+.9992*v^2*u0*m^2
1.0032*c^2*L0^2-.9984*c^2*L^2-1.0011*v^2*L0^2
points:
5.95988e-20+3.41556e-20*ii, .600915-.643408*ii, -3.69336e-20-6.07529e-20*ii, .594211+.947119*ii, .775302+.830126*ii, 1.31556-.463575*ii, 2.97994e-20+1.70778e-20*ii, -.88483-.743533*ii, -.528657+.512085*ii, -4.40278e-20+9.08289e-20*ii, .530962-1.04229*ii, -1.67195e-19+6.02415e-20*ii
4.32255e-16-5.96469e-16*ii, -1.20097+.531881*ii, -1.19084e-16+1.12809e-16*ii, 1.61726-1.57689*ii, -.696122-.308295*ii, -.334219+.0132426*ii, -1.24479e-16-1.31403e-16*ii, -.801943-.640903*ii, .699088-1.27374*ii, 2.14428e-17+3.65456e-16*ii, -.664204+.011929*ii, 2.42319e-16+4.19045e-16*ii
-1.43839e-10-4.401e-9*ii, 2.66981-.08732*ii, 1.55462e-9-3.79366e-9*ii, -1.81781-.586118*ii, .374158+.0122373*ii, -.255058-1.02495*ii, 1.93616e-9-8.4506e-10*ii, 1.63541-.722676*ii, .560493+1.80786*ii, 9.52139e-18+1.11437e-17*ii, 2.34092+1.43723*ii, -9.30742e-18+2.05186e-18*ii
-2.44302e-10+9.91049e-10*ii, 3.00662-1.49308*ii, 5.95181e-10+2.53325e-10*ii, -2.90598-2.28918*ii, .266804+.132494*ii, -1.09062-2.36265*ii, -1.95521e-9+2.18595e-9*ii, .947979-1.28858*ii, -1.01787-1.2567*ii, 1.78028e-17+5.40947e-18*ii, -.779573+4.89901*ii, 1.72045e-18-4.1279e-19*ii
1.3643e-10-1.50199e-9*ii, -2.89955+.665109*ii, 3.28366e-10-1.64604e-9*ii, -5.55071-1.47311*ii, -.327642-.0751556*ii, 2.92529+7.7549*ii, -7.48387e-10-1.99426e-9*ii, 1.66632-1.44235*ii, -.684767-2.62168*ii, -2.02911e-18+2.8711e-19*ii, -1.84895+1.86944*ii, -8.1311e-19+1.40485e-17*ii
-6.51349e-10+1.53333e-9*ii, -4.88898-3.39697*ii, -4.8958e-11+2.38304e-9*ii, -1.85558+4.02164*ii, -.137945+.0958472*ii, 5.66913-1.71441*ii, 1.10199e-8+2.5017e-10*ii, -1.32595+3.0487*ii, .996227+.72113*ii, -5.6719e-18+1.99828e-17*ii, 1.40912-4.84426*ii, -3.27366e-18-2.04422e-17*ii
1.41145e-10+6.33877e-10*ii, 2.1763-2.95052*ii, -5.34442e-10+2.51696e-9*ii, -1.3247-.460561*ii, .161905+.219503*ii, -1.19722-.012099*ii, 6.85927e-9-9.28793e-9*ii, -8.2947-4.11637*ii, -3.81721-.514861*ii, 2.08333e-17+4.66502e-18*ii, 5.11225+1.91749*ii, -1.60063e-17-4.49459e-18*ii
2.70036e-9-3.38697e-9*ii, .079052-1.93245*ii, -4.1747e-9+1.70365e-9*ii, 1.03717+.310425*ii, .021134+.516613*ii, 1.3521+.782675*ii, -4.40559e-9+2.27384e-9*ii, -.101051+.995395*ii, .068074+.77135*ii, -3.96348e-17-9.6337e-19*ii, 1.33445+.849434*ii, 3.72234e-17-3.44304e-17*ii
-7.50913e-10+3.05139e-10*ii, .529616-.525309*ii, -5.52179e-9+2.31651e-9*ii, 2.63542+1.25042*ii, .95179+.944049*ii, -1.71771-.03683*ii, -2.04711e-9-3.56964e-9*ii, 1.34783-3.04501*ii, .737811+2.55358*ii, -1.56417e-17+6.9642e-18*ii, 1.44684+1.8158*ii, -2.45166e-17+1.46431e-17*ii
-4.24658e-10-1.07142e-9*ii, -.281486-.150618*ii, 1.45824e-9-1.00579e-9*ii, -1.50784-3.08141*ii, -2.76183+1.47781*ii, 1.20366-1.30292*ii, -2.62413e-9-2.77272e-9*ii, 1.99814+3.98054*ii, 3.3572-.960511*ii, 6.91529e-18+2.83921e-18*ii, 2.23767-1.09833*ii, -1.30582e-17-2.27041e-17*ii
-1.51419e-9+2.73711e-9*ii, .298194+.313925*ii, -1.65636e-9+2.16462e-9*ii, 2.76344-3.65174*ii, 1.59063-1.67455*ii, .596247-2.92383*ii, -2.27969e-9+2.73833e-9*ii, 3.03872+1.17752*ii, .770883+1.37268*ii, 8.1659e-19-7.64132e-18*ii, .239046+2.08882*ii, -3.49542e-18-3.7012e-19*ii
-8.99869e-10+3.83451e-10*ii, .292949-.299811*ii, -8.7952e-10+5.57642e-10*ii, -5.39537+5.62369*ii, 1.66727+1.70632*ii, 2.72603-2.99651*ii, 3.02565e-10-2.99351e-9*ii, 5.06449-2.21946*ii, -1.27801-1.70757*ii, 3.50987e-18-4.00356e-18*ii, -1.94076-.063761*ii, -6.64594e-18+2.1153e-18*ii
-1.00178e-9-2.98659e-9*ii, -.116376+.173586*ii, 1.02761e-9-1.29291e-8*ii, .734377-1.0451*ii, -2.66456-3.97446*ii, 2.62728-1.33721*ii, -2.21192e-9+2.38267e-9*ii, 1.8061-1.15742*ii, 3.93277-1.66216*ii, -9.87501e-18-9.12451e-18*ii, -2.26016-3.27496*ii, 1.76145e-17-9.97378e-18*ii
