variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
9.93757e-16+1.35925e-16*ii, -.203926-.0453795*ii, -1.5523e-9+6.36021e-9*ii, -1.4591-1.6339*ii, -4.67237+1.03974*ii, .432969-.122062*ii, 1.1948-.301395*ii, -.612179-.223268*ii, 1.66549-4.90318*ii, 1.55663+.891218*ii, -1.76027+1.63855*ii, -3.86098-.10129*ii
5.41575e-17+1.18283e-16*ii, 2.61884-1.10107*ii, -2.20289e-9-4.30455e-9*ii, 1.98738+.636627*ii, .324488+.136428*ii, -2.22545-.486983*ii, 2.90128-2.17454*ii, -2.62058+.489035*ii, 1.78355-.987374*ii, -1.8856+.409858*ii, -1.10982+2.2872*ii, 1.42558+.601714*ii
-9.13321e-17-1.56915e-16*ii, -.842771-.661237*ii, 9.50659e-9+1.89934e-9*ii, -.69571-.518926*ii, -.734443+.576243*ii, -.666264+.84699*ii, -.243195-.882073*ii, -.639255-.580504*ii, .280033-.664364*ii, -.419919+.27205*ii, .660753+.277536*ii, .273151+.422779*ii
3.48481e-17-3.38347e-17*ii, .5584-.432264*ii, 8.6489e-10-1.36732e-9*ii, .355188-.47862*ii, 1.1198+.866847*ii, -2.43377+.365931*ii, -.391784-1.17573*ii, -2.0897-.924549*ii, -.653251+.473961*ii, -.454777+.343604*ii, .0972961-.21014*ii, 1.96778-.272331*ii
-7.80847e-17-1.83715e-17*ii, -.924421+.319534*ii, 3.45872e-9-9.30065e-9*ii, -.92174-.077027*ii, -.966305-.334011*ii, -1.56069-1.05247*ii, 1.28771+.403203*ii, 1.082-.240333*ii, .199741-.58178*ii, -.548917-.316802*ii, -.17925-.264613*ii, -.147521-1.2108*ii
-4.83143e-17-1.45325e-16*ii, .092203+.601366*ii, -6.28226e-10-1.38032e-9*ii, .574422+3.09508*ii, .249103-1.62469*ii, -.873939-1.1153*ii, .145504-1.31103*ii, -1.35939-.849417*ii, -.352477+.92694*ii, -.702114+.461742*ii, .327073-.272653*ii, .897751-1.73905*ii
-2.81638e-15+2.88974e-15*ii, .0449728+.114727*ii, -9.41482e-10+4.54311e-10*ii, .844848+6.39151*ii, 2.96168-7.55536*ii, -.0316352-.0236473*ii, 18.7613+.02083*ii, -2.90971-4.94056*ii, 6.59568+3.45478*ii, 12.0695-17.0936*ii, -11.8034-20.008*ii, -.39874+6.69506*ii
-2.27657e-17-1.64715e-17*ii, -.69946+.208669*ii, 7.38106e-10-5.8041e-9*ii, -1.10632+.394231*ii, -1.31283-.391656*ii, -.428901-.305678*ii, -.434548+.567462*ii, -.713417+1.16299*ii, .483781-.2554*ii, -1.56901-1.31831*ii, .1327-.746457*ii, .054865-1.47769*ii
1.22088e-17+4.44241e-17*ii, -.46917-1.60811*ii, 9.6433e-11-1.45703e-9*ii, 4.08325+.702317*ii, -.167194+.573067*ii, -1.30919-1.84833*ii, -1.00163-1.48548*ii, 1.30637+1.03594*ii, -2.03815-1.36468*ii, .037638-.10222*ii, -1.09551-1.44593*ii, .0030036-.147254*ii
1.6428e-16+3.22456e-17*ii, -1.29392-3.24656*ii, 4.9214e-11-5.47827e-9*ii, -1.1043+.678066*ii, -.105934+.265798*ii, -3.71223+1.14466*ii, 2.71639-2.72051*ii, -4.29161-2.25139*ii, -1.04532-.133259*ii, .096071+1.91447*ii, .0442-.947011*ii, 2.12971+.063951*ii
-1.59972e-16-1.24686e-16*ii, 2.44061+4.61866*ii, 8.30319e-10-1.77543e-9*ii, -.136004-1.90745*ii, .089437-.169252*ii, 1.54726-.548803*ii, 2.46503+.164785*ii, -.237199+2.25633*ii, -1.26551-.536812*ii, -3.58894-2.9892*ii, 1.10717-4.23165*ii, -1.09281+.980024*ii
4.86788e-17+4.1928e-17*ii, 2.12991+4.13624*ii, -4.94378e-9+3.39711e-9*ii, 2.22412+1.43521*ii, .0984021-.191095*ii, 1.12026+2.19976*ii, .238856+1.15675*ii, -2.28163+.891727*ii, .69952-.233427*ii, .378819-1.09888*ii, 1.31636-.445848*ii, .203622-.582161*ii
-1.83482e-16+3.43752e-16*ii, .286727+2.33085*ii, -4.20173e-9+5.27273e-9*ii, -.140281-3.65635*ii, .0519896-.422632*ii, -3.68393-1.20224*ii, -.586511+.596349*ii, 1.90417-.406553*ii, .061474-3.21883*ii, -2.24652+.803604*ii, -1.78246+.793336*ii, .370798-3.91952*ii
-4.11246e-17+1.49498e-17*ii, .492183+.132768*ii, -2.87043e-10+6.92357e-10*ii, 3.93598-2.13692*ii, 1.89395-.510901*ii, -3.7771+.603877*ii, -.284382+5.27121*ii, 9.29461+.05566*ii, -5.81649+.672962*ii, 1.01391+.142434*ii, .743901+.235697*ii, -7.37812+2.14122*ii
5.05624e-17+4.7735e-18*ii, -2.62825-3.02409*ii, 1.69977e-10+3.23678e-9*ii, -.423367-1.0482*ii, -.163725+.188384*ii, 5.75829+.109733*ii, -2.1578+1.90014*ii, 5.35103-1.39143*ii, .179385+2.44423*ii, .563466-1.13098*ii, 1.17828-1.23228*ii, .663657+1.69074*ii
8.7847e-17-1.2695e-17*ii, .243451-.0921795*ii, 8.44812e-10+1.16035e-9*ii, 1.1084+6.38354*ii, 3.59255+1.36027*ii, -.014006+.343693*ii, 1.75225+.629794*ii, .408357+2.68946*ii, -4.1938+1.94442*ii, -.892684-.025067*ii, 2.59758+2.34327*ii, .492736-1.07224*ii
-6.52014e-17-2.83303e-16*ii, -.659697-.03484*ii, 8.23276e-9-1.7095e-10*ii, -1.71836+.21713*ii, -1.51163+.079832*ii, .513958-.082647*ii, -.630543+.409911*ii, .712687-.702542*ii, -.345311-1.01211*ii, 1.13249+.917296*ii, .15787+1.3479*ii, -1.02462-.518657*ii
-1.58123e-16-6.82662e-17*ii, -.302739+.253852*ii, -1.14641e-9-3.19817e-9*ii, -.177676+1.80322*ii, -1.9395-1.6263*ii, -.027829-.01713*ii, .855351+.1626*ii, -1.11894-.772587*ii, .146506-.122046*ii, -1.76738+.756724*ii, -.840804-2.14653*ii, -.105546-.118945*ii
-6.35751e-16-5.10404e-16*ii, .621562+1.89575*ii, 8.20393e-10-2.51039e-9*ii, -.227068-.249903*ii, .156163-.476293*ii, -.795858-.850024*ii, -2.48574-5.14662*ii, -.482705+.293497*ii, 1.8923-.140412*ii, -.68788-1.85507*ii, -3.04075-1.15013*ii, .820928+.81216*ii
-8.11954e-17+5.33664e-17*ii, .181744-.334728*ii, 1.73258e-9-1.43691e-9*ii, 1.9049+.982554*ii, 1.25277+2.3073*ii, -1.46373+1.63661*ii, -1.11167+.616649*ii, -.877192-1.13981*ii, 2.09848-.287731*ii, .26911-.142244*ii, -.34276+.132367*ii, -1.69843+.440874*ii
7.6618e-18+6.3777e-17*ii, -.0014614+.25429*ii, -9.8829e-11+2.49136e-9*ii, -.45753-1.73019*ii, -.022599-3.93239*ii, -1.17933-1.43194*ii, -.911441+.516005*ii, -2.36776-1.4607*ii, 2.04006-1.00891*ii, -.464584+.215221*ii, -.303377-.0727726*ii, 1.5986-3.37573*ii
6.36282e-16-4.87995e-16*ii, -.13377-.514001*ii, -1.03533e-9+3.36049e-9*ii, -.206549+.317143*ii, -.474207+1.82211*ii, .239677+.0652501*ii, .594093+.405655*ii, -.583869+.853691*ii, .252016-1.76123*ii, -.046388-2.94554*ii, -3.53521+1.40495*ii, 1.20602+.66616*ii
-9.29916e-17-2.38426e-17*ii, -.53985-.471495*ii, -3.10221e-9-5.11446e-9*ii, 1.25231-.062884*ii, -1.05081+.917761*ii, -.141329+.106376*ii, .33172+.805844*ii, .40212-1.40293*ii, .184829+.154654*ii, -1.2219+.749626*ii, -.458788+.86205*ii, .118851+.333215*ii
-1.40448e-17-2.68043e-17*ii, -.118385-.293294*ii, -1.58527e-8+1.26826e-8*ii, -.254446-.500502*ii, -1.18342+2.93188*ii, 1.5451-.48488*ii, .217167+2.29989*ii, -4.69471-1.16029*ii, -.447376+2.55218*ii, .228972+.341822*ii, .503833+.047487*ii, -1.83778+1.02956*ii
-2.88e-18-5.84594e-17*ii, .100278+.250187*ii, 4.79678e-10-2.64081e-10*ii, -5.08508-4.44237*ii, 1.3803-3.44377*ii, -.0192484+.00113707*ii, -1.41084-1.78365*ii, 1.92537+2.22485*ii, .343142+.223623*ii, 1.6852+3.84913*ii, 1.44621-5.53968*ii, -.299362+.0271584*ii
1.95819e-16-6.1975e-16*ii, 5.94574+.738087*ii, 1.50599e-9+1.68598e-9*ii, -5.4035+4.92687*ii, .165635-.0205614*ii, -3.6686-4.37223*ii, -.550071+.662443*ii, 7.19779+3.93212*ii, -2.47077+8.25578*ii, -3.7886+5.08972*ii, -4.00297-8.11241*ii, 5.94475-1.09242*ii
5.01679e-17-6.58721e-18*ii, .272664+.0642212*ii, 7.073e-9-3.0354e-9*ii, .715163+.061649*ii, 3.47475-.818415*ii, .72144+.674114*ii, -.740884-1.02183*ii, 1.01357+2.01414*ii, 1.05044-3.12515*ii, .224428-.321013*ii, -.182091-.917481*ii, 1.24881-.588642*ii
-6.19497e-17+5.2539e-17*ii, .196972-.1898*ii, -1.3152e-9-2.77554e-10*ii, 2.8483-2.98422*ii, 2.63254+2.53668*ii, -1.23452+.950691*ii, -1.51571-.13651*ii, -.850671+.22837*ii, -.606812+.495913*ii, .0016485+.237121*ii, .0962649-.0982862*ii, .139779-1.3435*ii
2.44095e-16+1.35807e-17*ii, .987353-.006172*ii, 9.37343e-10+3.91356e-9*ii, -3.61655-3.14802*ii, 1.01277+.006331*ii, .784565-2.00623*ii, -.187609+1.05592*ii, -.752896-.651976*ii, -3.63352-1.96128*ii, 1.29731+1.09862*ii, .218909-1.87985*ii, 3.27407-1.74259*ii
-4.62037e-16-1.64193e-16*ii, .401261+2.05827*ii, -3.36647e-10+5.80578e-9*ii, 1.88334-1.70244*ii, .0912477-.468056*ii, 2.26725-.509708*ii, .38675-3.34188*ii, -1.63167+1.18077*ii, -.871087+1.02938*ii, -1.65763+1.76223*ii, -.906049-.812306*ii, 2.00457+1.78032*ii
3.83321e-17+2.72636e-17*ii, .328001+.769351*ii, 5.42742e-10+1.99462e-9*ii, 1.58446-.512035*ii, .468918-1.09988*ii, -.266731-.667985*ii, .202621-.678132*ii, -1.5581-1.51168*ii, -.094868+.948423*ii, -.366491-.562572*ii, .084817-1.10506*ii, .30393+.490965*ii
-4.44607e-17+9.37413e-17*ii, .591781+.485928*ii, 1.91423e-9-4.73859e-9*ii, 1.20821+.259114*ii, 1.0093-.828762*ii, .769969-1.94258*ii, -.081547-2.12594*ii, -1.80227-1.50594*ii, -1.53284+.665566*ii, -.988194+.744483*ii, -.060840-.609332*ii, 2.75771+1.94806*ii
-1.12007e-16-1.36382e-16*ii, -.717462+2.94166*ii, -9.77733e-10-3.23199e-10*ii, -1.03075+1.87049*ii, -.078256-.320857*ii, 1.50364+.374378*ii, .545604-1.39568*ii, 1.44195-1.7884*ii, -.0811168-.410078*ii, .15672-1.86927*ii, .800542-.162345*ii, -.956222-.084787*ii
2.07714e-15+3.1818e-17*ii, -.356093-1.27095*ii, 1.13348e-8+4.54152e-9*ii, -8.60224+6.15913*ii, -.204403+.729545*ii, -1.58632+1.06478*ii, 8.09944-9.91743*ii, 6.60436+2.96561*ii, -1.37499-.81135*ii, -1.08663+4.94422*ii, .829405-.727044*ii, 7.28973-.743485*ii
-4.60695e-16-8.47193e-17*ii, -.48349+.253573*ii, 3.62915e-9-2.91358e-9*ii, -3.73095-3.4684*ii, -1.62211-.850739*ii, .736204-.17804*ii, 4.68769+2.9377*ii, 1.0617+2.22339*ii, .720961+3.01461*ii, 1.82741+.696419*ii, -1.03268-1.98121*ii, -2.22404-1.55393*ii
9.9148e-16-1.19103e-15*ii, -5.85952-7.25206*ii, -7.36921e-10-3.77316e-9*ii, -3.55789-1.07459*ii, -.0674078+.0834277*ii, 4.43112+.842823*ii, 1.4401-4.76356*ii, -.589439-1.58811*ii, 1.51108+2.37121*ii, -2.14216-3.42544*ii, .787308-5.75839*ii, 1.86217+.593802*ii
1.99218e-17-8.27396e-17*ii, .956574+3.51013*ii, -1.47713e-8-3.06336e-8*ii, -4.54523-2.06258*ii, .0722704-.265195*ii, 2.3042-.268041*ii, -2.13515+3.14958*ii, -.349373+1.2444*ii, -1.22868+.348468*ii, .109731+.0904074*ii, -.828801-1.82347*ii, .0674688-.0605493*ii
-4.80808e-17+2.39056e-17*ii, .0122374+.384901*ii, -7.15572e-10-1.43136e-9*ii, -3.12778+2.50721*ii, .082518-2.59545*ii, 2.28922-2.7849*ii, -3.26454+1.5504*ii, -.959114+2.46466*ii, .081403+.926817*ii, .268255+.432142*ii, -.0718058-.0687125*ii, .778608-4.69742*ii
1.9926e-17-2.26295e-16*ii, .543383+.378366*ii, 3.97898e-9-2.06938e-9*ii, -1.25364+1.25808*ii, 1.2394-.863011*ii, -.818144+2.69393*ii, 1.43976-1.26955*ii, -1.70252+.276462*ii, 4.66463+1.10999*ii, -.422219+.535215*ii, .586547-.963118*ii, -2.71838-1.00624*ii
-2.10538e-17-1.06819e-17*ii, .113731-.0278177*ii, 1.27842e-9-1.95751e-10*ii, -6.14247+1.24843*ii, 8.29636+2.02923*ii, -4.40243-4.3699*ii, .223004-2.0511*ii, 3.72124+4.27522*ii, -4.91763-2.14146*ii, -.0574215+.0109502*ii, .0829309-.0580697*ii, 2.0829+2.29191*ii
-1.4241e-16-6.42185e-17*ii, 2.26756+1.69783*ii, 4.55244e-10-2.33985e-9*ii, -.303994-2.56645*ii, .282582-.211582*ii, 1.50077-1.51833*ii, 2.93276+1.52864*ii, .890519+1.79728*ii, -.781925+1.31586*ii, 1.31061+1.25491*ii, -1.87126-.789578*ii, 1.07168-.849431*ii

